Time, DC Current, Raw
1507488544.7701015,1.406259e-05,1.406259e-05
1507488546.21664,1.395163e-05,1.400711e-05
1507488547.6632018,1.390231e-05,1.3972176666666667e-05
1507488549.1077404,1.366805e-05,1.3896145e-05
1507488550.5562947,1.39393e-05,1.3904776e-05
1507488552.0008311,1.369271e-05,1.3869431666666666e-05
1507488553.449415,1.369271e-05,1.3844185714285714e-05
1507488554.8938687,1.396395e-05,1.385915625e-05
1507488556.3424318,1.388998e-05,1.386258111111111e-05
